name,avgpoint,avg_price,num_reviews,topsis_score,rank
"Nhà Sàn 141 - Lẩu, Đồ Nướng & Nhậu",9.2,200000.0,45,0.7719760582001997,357
Tào Phớ Nghĩa Tân,7.0,16000.0,168,0.8796769342905685,110
Trà Sữa Tocotoco - Trần Duy Hưng,5.1,37500.0,19,0.8089246513203278,316
Bún Hải Sản 2S - Văn Quán,5.6,42500.0,45,0.8233588873597869,300
Bún Ngan Nhàn - Ngõ Trung Yên,6.3,40000.0,138,0.8478248277987912,247
Dolpan Sam - Nướng Bàn Đá Hàn Quốc - Artemis Tower,7.0,250000.0,49,0.686173901317273,405
Cowboy Jack's Saloon American Dining - Trần Thái Tông,8.0,225000.0,104,0.7294057432181568,384
Nem Lụi Homemade - Shop Online,5.7,77500.0,10,0.8100877050751322,314
ThaiExpress - Vincom Bà Triệu,7.0,50000.0,62,0.867729554491874,168
Phong Phú - Sữa Ngô Nguyên Chất & Bánh Bao,7.7,15000.0,19,0.9058125399339865,43
Burger King - AEON Mall Long Biên,6.5,40000.0,36,0.8547261276798357,228
Ajisai Udon - AEON Mall Long Biên,6.7,200000.0,22,0.7336073812738211,382
Ngon Phố - AEON Mall Long Biên,6.6,150000.0,71,0.780460362294436,353
Koishi BBQ - Lẩu Nướng Không Khói,7.0,225000.0,16,0.7130983368559968,396
Bà Yên - Bún Miến Ngan,7.2,62500.0,15,0.8676327814601345,170
Cơm Ngon Giang Béo - Lê Đức Thọ,9.8,37500.0,103,0.9635879392989832,7
Kem Swensen's - AEON Mall Long Biên,7.4,125000.0,56,0.8233913327361385,299
Trà Sữa Tocotoco - Nguyễn Văn Cừ,6.9,52500.0,39,0.8630273133075048,188
HM 187 - Gà Rán & Khoai Lắc - Hồng Mai,5.4,37500.0,20,0.8185955285178967,304
Bánh Tôm Hồ Tây,5.8,106000.0,156,0.7949456452272614,335
Chick Garden - Chè Ngon & Súp Ngọt - Định Công,6.5,45000.0,85,0.8527074051106803,234
Vịt 34 - Nguyễn Cơ Thạch,6.9,125000.0,11,0.8107086010017809,313
Q-Tea - Đồ Hàn Online,7.1,35000.0,121,0.8778186394026494,124
Chè Malaysia Bà Tuyết,6.7,24000.0,27,0.8670160880792152,174
Phúc Long Trần Đại Nghĩa,4.3,52500.0,12,0.7786222485154684,354
Highlands Coffee - VTV Inside,7.9,60000.0,11,0.8924190836030013,66
"Đông Dương Fruits - Trái Cây Gọt Sẵn, Sinh Tố & Nước Ép",8.8,65000.0,20,0.9149329694825342,29
Mì Quảng Bà Vị - Đặc Sản Đà Nẵng,7.1,32500.0,17,0.878731182425801,116
Cơm Văn Phòng 86 - Shop Online,8.4,32500.0,13,0.9265905772228438,23
Bún Riêu - Đội Cấn,7.3,30000.0,11,0.8868623430852246,82
Gà Rán KFC - Nguyễn Văn Cừ,6.2,80000.0,19,0.8243924374680847,293
Trà Sữa Tocotoco - Big C Thăng Long,4.2,37500.0,10,0.7810973148351861,352
Miến Lươn Sành Phố Cổ,7.2,35000.0,15,0.8814199100806568,104
Cheong Hak Gol - Korean Traditional Restaurant,9.6,294000.0,71,0.6700727937380395,411
Trung Nguyên Legend Coffee - Hai Bà Trưng,7.3,75000.0,11,0.8626199568044615,192
Hải Sư - Cơm Niêu Singapore,7.0,42500.0,182,0.8712140493499339,152
S&L's Diner - Ẩm Thực Mỹ - Bảo Khánh,8.1,160000.0,45,0.8023519152321602,322
Lòng Rán Phố Hàng Gà,6.7,48000.0,23,0.8582918420185404,220
Cơm Thố Anh Nguyễn - Dương Khuê,7.1,110000.0,40,0.8291253136011051,285
Chân Gà Nướng Phố Lý Văn Phức,6.6,42500.0,116,0.8572042486610302,223
Mì Trộn & Xiên Que Shop & Go - Ô Quan Chưởng,7.8,17500.0,12,0.9090922835941883,36
Cố Cung - Nhà Hàng Hàn Quốc,6.6,175000.0,11,0.7565948501607147,367
Trà Sữa Tocotoco - Lê Đại Hành,5.6,37500.0,26,0.8251503585693457,292
Trà Chanh - Nhà Thờ,6.9,35000.0,16,0.8706635545702529,158
Chicken Bros - Quán Gà Rán Hàn Quốc,7.3,175000.0,13,0.7714374772268313,359
Chả Cá Lã Vọng - Nguyễn Trường Tộ,6.0,70000.0,14,0.8238220436914625,297
Khang - Ẩm Thực Nhật Bản,7.8,267500.0,46,0.6793199477232539,407
Bà Thìn - Xôi Chè & Bánh Trôi,7.0,24000.0,37,0.877777880578218,125
Cháo Sườn - Cửa Bắc,7.3,17500.0,13,0.8903449596466929,76
Bánh Tôm Hàng Bồ,7.1,40000.0,106,0.8758268966763623,131
Huyền Anh - Bún Bò Huế - Trương Định,7.1,43000.0,21,0.8745273537184755,136
Mì Vằn Thắn - Đinh Liệt,7.4,30000.0,142,0.8905255074070393,74
Con Ong Vàng - Chuối Chiên Sài Gòn & Xôi Dừa,6.6,15000.0,10,0.8655622768050089,181
Bún Chả Nem - Cửa Đông,6.5,25000.0,29,0.8596801702361483,211
Cháo Sườn Cô Là,7.2,20000.0,49,0.8860941215853096,85
TukTuk Thai Bistro - Triệu Việt Vương,7.4,300000.0,14,0.6375010428314197,426
Yutang - Trà Sữa & Mỳ Đài Loan - Big C Thăng Long,8.8,300000.0,44,0.6556316004319414,419
Bánh Cốm Nguyên Ninh - Hàng Than,6.1,35000.0,28,0.842769830922199,266
Xôi Nóng Anh Tùng - Mai Hắc Đế,5.5,25000.0,24,0.8257010515279269,290
Paris Baguette - Hoàng Đạo Thúy,7.5,200000.0,143,0.7487768793098685,378
Starbucks Coffee - Nhà Thờ,7.6,105000.0,62,0.8469384703620527,253
"Tuyến Ốc - Khoai, Ốc & Cút Lộn Xào Me",7.7,100000.0,10,0.854076575019878,229
Isushi Triệu Việt Vương - Nhà Hàng Buffet Nhật Bản,8.4,135000.0,131,0.8345390886361527,282
Paris Gâteaux - Bánh Ngọt & Trà Sữa - Hai Bà Trưng,7.3,225000.0,70,0.7183423347055542,392
Thanh Vân - Bánh Cuốn & Bún Thang,6.4,21500.0,93,0.8570927426198245,224
Khoai Bao - Khoai Lang Nướng Mật Đà Lạt - Ven Hồ Hạ Đình,6.5,57500.0,53,0.8468931872848326,254
Cơm Sườn Đào Duy Từ - Giảng Võ,6.8,50000.0,94,0.8608108199395278,204
Bánh Mì Thịt Xiên 93,7.3,13500.0,24,0.8911255529336758,71
Bánh Mì Mr Xoay - Hàm Long,6.9,32500.0,151,0.8715506809207788,150
Miến Lươn Đồng - Thái Hà,6.7,37500.0,85,0.8626613344287631,190
Bún Ốc Cô Huệ - Nguyễn Siêu,7.2,35000.0,54,0.8814199100806568,104
Cô Quỳnh - Lẩu & Nướng,8.3,90000.0,74,0.8787008333609218,117
Beard Papa's - Nguyễn Du,7.0,60000.0,12,0.8624019909054477,193
Mirai - Sushi & Sake,7.7,300000.0,27,0.6418032263601681,423
Vuvuzela Beer Club - Thái Hà,9.8,325000.0,21,0.6380997388422799,425
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - Huỳnh Thúc Kháng,7.3,348500.0,153,0.582412138223222,435
San Tokbokki - Ẩm Thực Hàn Quốc - Phạm Ngọc Thạch,7.0,85000.0,25,0.8460946151939371,256
Cơm Tấm Ali,7.4,30000.0,81,0.8905255074070393,74
Chen Hà Nội,7.1,217500.0,46,0.7229047459590027,390
Nhà Hàng 123 - Kim Mã,6.7,42500.0,113,0.860685054431369,206
Nem Chua Rán 267 - Ngọc Lâm,6.9,42500.0,44,0.8676908783247494,169
Gyu-Kaku Japanese BBQ - AEON Mall Long Biên,6.6,300000.0,44,0.625125101144712,429
King BBQ - Vua Nướng Hàn Quốc - AEON Mall Long Biên,6.8,300000.0,27,0.6283292591063072,428
Bánh Cuốn Đức Hạnh,8.7,40000.0,16,0.9328328125713905,19
Bánh Cuốn & Bún Chả Gia An - Trần Đăng Ninh,6.6,32500.0,11,0.8609179796785575,202
Salavi - Bánh Mì Nướng Muối Ớt - Hàng Giầy,7.6,15000.0,45,0.9020380854547898,48
Chè Ngon Truyền Thống - Tô Hiệu,6.6,19000.0,12,0.8647117011219453,185
Chè Ngon Hà Nội - 297 Tô Hiệu,6.9,17500.0,57,0.8757504578108628,132
Hà Dũng - Lẩu Ếch,7.1,100000.0,18,0.837481187946567,274
Vua Chả Cá - Nguyễn Thị Định,6.4,200000.0,33,0.7274437031112122,386
Mạnh Đức - Phở & Cơm Văn Phòng,8.0,35000.0,10,0.9106402202051299,35
Bún Chả Cầu Đen - Hà Đông,6.6,37500.0,22,0.8591555223631622,214
NemZone - Nem Nướng Ngon Lạ,7.7,177000.0,14,0.7769893807159224,355
Cutisun Restaurant - Bò Bít Tết,7.2,275000.0,41,0.6620853550188088,416
Bánh Cuốn & Bún Chả Hoàng Long,6.7,24000.0,16,0.8670160880792152,174
Cờ-Rếp - Lò Đúc,6.9,47500.0,11,0.8654564735896099,182
Korea Box 1998 - Ẩm Thực Hàn Quốc,7.5,60000.0,11,0.8792027802983091,114
Lẩu Hơi Trường An,8.2,325000.0,10,0.6207639078120006,431
Cơm Gà Bà Yến - Khâm Thiên,8.5,37000.0,18,0.9277795995265274,22
Pizza Hut - Tôn Đức Thắng,7.2,140000.0,173,0.8043059308397523,320
Koi Food,7.3,275000.0,14,0.6636321959117392,413
Quán Chè Cát Thành - Cát Linh,6.8,24000.0,49,0.8705817641912968,160
Wa Japanese Cuisine,7.8,187500.0,12,0.7674635339297027,361
Mít Quán - Nguyễn Trãi,5.8,22500.0,34,0.8363163462798573,278
Chè Sài Gòn Tuyết Nhung - Nhổn,7.3,17500.0,14,0.8903449596466929,76
Ngọc Diệp - Bánh Mì Sốt Vang & Tào Phớ,9.8,29000.0,11,0.9732096449622776,3
Gà 36 - Nguyễn Tuân,6.4,135000.0,10,0.7888539690580595,344
Bánh Su Kem Singapore Chewy Junior - Xã Đàn,7.2,132500.0,160,0.8114399887325594,312
Kun Steak - Bít Tết & Vang Tươi,7.6,185000.0,12,0.7666354357123268,362
Phương Hoa - Bún Thái Hải Sản Tươi Sống & Cơm Văn Phòng - Tập Thể Thành Công,7.3,125000.0,59,0.8209248462323959,303
Cường Bạc - Bánh Cuốn Cao Bằng,6.2,45000.0,26,0.8424480726468958,267
Isushi Thái Hà - Nhà Hàng Buffet Nhật Bản,9.1,350000.0,86,0.6041594378665907,432
Bánh Mì Nguyên Sinh - Lý Quốc Sư,4.4,24000.0,44,0.7912269018581123,340
Bún Bò Huế O Xuân - Tuệ Tĩnh,6.8,50000.0,30,0.8608108199395278,204
Cộng Cà Phê - Lý Thường Kiệt,7.4,50000.0,25,0.8816396050698898,99
Highlands Coffee - Cột Cờ,7.4,37000.0,114,0.8878513702157381,79
Cà Te Quán - Bò Nhúng Me,7.2,250000.0,61,0.6894912445970469,404
ZPizza - Xuân Diệu,7.8,122500.0,46,0.8352851208494682,281
Seoul Soul - Gà Rán Hàn Quốc,3.1,125000.0,75,0.7075953231805809,400
Bánh Gối Oanh Oanh - Đê La Thành,7.1,17000.0,23,0.8831083916404949,93
Bún Cá Quả Trộn Thái Bình,7.9,40000.0,16,0.9045748134267961,46
BBQ Chicken - Giảng Võ,6.9,85000.0,20,0.8430152055151167,265
Lẩu Đức Trọc - Phó Đức Chính,6.8,89500.0,45,0.8367042398104392,277
Lão Ngư Chả Cá,7.4,80000.0,70,0.8620722821847203,194
Mai Châu - Ẩm Thực Hòa Bình,7.5,160000.0,13,0.7909647418671442,341
Vân Nhi - Food & Dessert - Lý Thường Kiệt,7.5,36000.0,34,0.8918962484534492,68
Bánh Khoai & Bánh Chuối - Hàng Điếu,6.6,8000.0,15,0.8667502162477897,175
Bún Dọc Mùng - Bát Đàn,6.8,40000.0,52,0.8652074240000411,184
Hải Sản Cua Bay,7.7,150000.0,26,0.8053509298587496,318
Khải Dung - Bún Sườn Mọc,5.6,40000.0,15,0.8242725472738077,295
"Baked Magic - Trà, Sinh Tố & Bánh Kem Nướng",7.5,35000.0,21,0.8923068175799753,67
Phở Bò Lý Béo - Hàng Nón,7.3,35000.0,15,0.8850357780428096,90
Yang - Buffet Lẩu Bò Mỹ - Láng Hạ,5.6,125000.0,39,0.7752715204542336,356
An Cựu - Bún Bò Huế - Đội Cấn,7.7,37500.0,15,0.8985244517654368,52
Quán Chè Bà Lan Gia Truyền,6.8,25000.0,17,0.8703077028352747,161
Cốm - Xuân Thủy,7.4,17500.0,10,0.8940502050943138,63
Cháo Ếch Singapore - Láng Hạ,6.9,55000.0,18,0.8617418875536761,197
Gateaux De Mia - Tiệm Bánh Mia - Shop Online,7.5,300000.0,55,0.6389577432510039,424
Aaron9 - Grill & Smoked Turkey - Đào Duy Từ,8.7,164000.0,16,0.8071871212705959,317
Cộng Cà Phê - Tràng Tiền,7.5,62500.0,109,0.8775968857240221,126
Cộng Cà Phê - Hàng Điếu,7.1,35000.0,21,0.8778186394026494,124
Hạnh - Hải Sản Tươi Sống,3.7,75000.0,10,0.7512845868430367,374
Phở Cường - Hàng Muối,6.6,29000.0,33,0.8620376158685491,195
King BBQ - Vua Nướng Hàn Quốc - Hàng Tre,6.4,300000.0,18,0.6218575641861881,430
