name,avgpoint,avg_price,num_reviews,distance
"Hoàng Trà Quán - Văn Khê;trà café kem sinh tố nước ép cơm văn phòng thức uống, cơm cá bông lâu kho tộ cơm bò xào nấm tươi cơm bò sốt tiêu đen cơm rang dưa bò cơm ba chỉ rang tôm tươi cơm gà hoàng trà cơm cá quả kho nước dừa bánh mì ốp la cháo sườn ngô non cháo thịt bò băm",7.1,75000,2,11.0
